"Cod_estacao";"Data";"Vazao"
"1";"60435000";"1978-05-01";NA
"2";"60435000";"1978-05-02";NA
"3";"60435000";"1978-05-03";NA
"4";"60435000";"1978-05-04";NA
"5";"60435000";"1978-05-05";NA
"6";"60435000";"1978-05-06";NA
"7";"60435000";"1978-05-07";NA
"8";"60435000";"1978-05-08";NA
"9";"60435000";"1978-05-09";NA
"10";"60435000";"1978-05-10";NA
"11";"60435000";"1978-05-11";NA
"12";"60435000";"1978-05-12";2.5342
"13";"60435000";"1978-05-13";2.5004
"14";"60435000";"1978-05-14";2.5004
"15";"60435000";"1978-05-15";2.4667
"16";"60435000";"1978-05-16";2.4667
"17";"60435000";"1978-05-17";2.5004
"18";"60435000";"1978-05-18";2.5004
"19";"60435000";"1978-05-19";2.5004
"20";"60435000";"1978-05-20";2.5004
"21";"60435000";"1978-05-21";2.5004
"22";"60435000";"1978-05-22";2.6717
"23";"60435000";"1978-05-23";2.6717
"24";"60435000";"1978-05-24";2.7416
"25";"60435000";"1978-05-25";2.6026
"26";"60435000";"1978-05-26";2.5004
"27";"60435000";"1978-05-27";2.4667
"28";"60435000";"1978-05-28";2.4333
"29";"60435000";"1978-05-29";2.4333
"30";"60435000";"1978-05-30";2.4
"31";"60435000";"1978-05-31";2.7416
"32";"60435000";"1978-06-01";2.637
"33";"60435000";"1978-06-02";2.5342
"34";"60435000";"1978-06-03";2.4
"35";"60435000";"1978-06-04";2.367
"36";"60435000";"1978-06-05";2.3341
"37";"60435000";"1978-06-06";2.3015
"38";"60435000";"1978-06-07";2.269
"39";"60435000";"1978-06-08";2.2368
"40";"60435000";"1978-06-09";2.2368
"41";"60435000";"1978-06-10";2.5004
"42";"60435000";"1978-06-11";2.367
"43";"60435000";"1978-06-12";2.4
"44";"60435000";"1978-06-13";2.3341
"45";"60435000";"1978-06-14";2.2047
"46";"60435000";"1978-06-15";2.1729
"47";"60435000";"1978-06-16";2.1413
"48";"60435000";"1978-06-17";2.1413
"49";"60435000";"1978-06-18";2.1098
"50";"60435000";"1978-06-19";2.0786
"51";"60435000";"1978-06-20";2.0476
"52";"60435000";"1978-06-21";2.0476
"53";"60435000";"1978-06-22";2.0476
"54";"60435000";"1978-06-23";2.0476
"55";"60435000";"1978-06-24";2.0476
"56";"60435000";"1978-06-25";2.0476
"57";"60435000";"1978-06-26";2.0167
"58";"60435000";"1978-06-27";1.9861
"59";"60435000";"1978-06-28";1.9861
"60";"60435000";"1978-06-29";1.9861
"61";"60435000";"1978-06-30";1.9255
"62";"60435000";"1978-07-01";1.9255
"63";"60435000";"1978-07-02";1.9255
"64";"60435000";"1978-07-03";1.9255
"65";"60435000";"1978-07-04";1.8068
"66";"60435000";"1978-07-05";1.8068
"67";"60435000";"1978-07-06";1.8068
"68";"60435000";"1978-07-07";1.8068
"69";"60435000";"1978-07-08";1.8068
"70";"60435000";"1978-07-09";1.8068
"71";"60435000";"1978-07-10";1.8068
"72";"60435000";"1978-07-11";1.8068
"73";"60435000";"1978-07-12";1.8068
"74";"60435000";"1978-07-13";1.8068
"75";"60435000";"1978-07-14";1.8068
"76";"60435000";"1978-07-15";1.7487
"77";"60435000";"1978-07-16";1.7487
"78";"60435000";"1978-07-17";1.7487
"79";"60435000";"1978-07-18";1.8068
"80";"60435000";"1978-07-19";1.8068
"81";"60435000";"1978-07-20";1.8068
"82";"60435000";"1978-07-21";1.8068
"83";"60435000";"1978-07-22";1.8068
"84";"60435000";"1978-07-23";1.8068
"85";"60435000";"1978-07-24";1.8068
"86";"60435000";"1978-07-25";1.8068
"87";"60435000";"1978-07-26";1.7776
"88";"60435000";"1978-07-27";1.7487
"89";"60435000";"1978-07-28";1.7487
"90";"60435000";"1978-07-29";1.7487
"91";"60435000";"1978-07-30";1.6914
"92";"60435000";"1978-07-31";1.6914
"93";"60435000";"1978-08-01";1.6914
"94";"60435000";"1978-08-02";1.6914
"95";"60435000";"1978-08-03";1.6349
"96";"60435000";"1978-08-04";1.6349
"97";"60435000";"1978-08-05";1.6349
"98";"60435000";"1978-08-06";1.6349
"99";"60435000";"1978-08-07";1.6349
"100";"60435000";"1978-08-08";1.6349
"101";"60435000";"1978-08-09";1.607
"102";"60435000";"1978-08-10";1.5793
"103";"60435000";"1978-08-11";1.5793
"104";"60435000";"1978-08-12";1.5518
"105";"60435000";"1978-08-13";1.5246
"106";"60435000";"1978-08-14";1.5246
"107";"60435000";"1978-08-15";1.5246
"108";"60435000";"1978-08-16";1.5246
"109";"60435000";"1978-08-17";1.5246
"110";"60435000";"1978-08-18";1.4706
"111";"60435000";"1978-08-19";1.4706
"112";"60435000";"1978-08-20";1.4706
"113";"60435000";"1978-08-21";1.4706
"114";"60435000";"1978-08-22";1.444
"115";"60435000";"1978-08-23";1.4176
"116";"60435000";"1978-08-24";1.4176
"117";"60435000";"1978-08-25";1.4176
"118";"60435000";"1978-08-26";1.3914
"119";"60435000";"1978-08-27";1.3654
"120";"60435000";"1978-08-28";1.4176
"121";"60435000";"1978-08-29";1.4176
"122";"60435000";"1978-08-30";1.3654
"123";"60435000";"1978-08-31";1.3654
"124";"60435000";"1978-09-01";1.3654
"125";"60435000";"1978-09-02";1.4176
"126";"60435000";"1978-09-03";1.4176
"127";"60435000";"1978-09-04";1.4176
"128";"60435000";"1978-09-05";1.3654
"129";"60435000";"1978-09-06";1.3654
"130";"60435000";"1978-09-07";1.3914
"131";"60435000";"1978-09-08";1.4176
"132";"60435000";"1978-09-09";1.4176
"133";"60435000";"1978-09-10";1.3914
"134";"60435000";"1978-09-11";1.3654
"135";"60435000";"1978-09-12";1.3396
"136";"60435000";"1978-09-13";1.3396
"137";"60435000";"1978-09-14";1.3396
"138";"60435000";"1978-09-15";1.3654
"139";"60435000";"1978-09-16";1.4176
"140";"60435000";"1978-09-17";1.4975
"141";"60435000";"1978-09-18";1.444
"142";"60435000";"1978-09-19";1.3914
"143";"60435000";"1978-09-20";1.3654
"144";"60435000";"1978-09-21";1.3141
"145";"60435000";"1978-09-22";1.2636
"146";"60435000";"1978-09-23";1.2387
"147";"60435000";"1978-09-24";1.2387
"148";"60435000";"1978-09-25";1.214
"149";"60435000";"1978-09-26";1.1895
"150";"60435000";"1978-09-27";1.214
"151";"60435000";"1978-09-28";1.1895
"152";"60435000";"1978-09-29";1.214
"153";"60435000";"1978-09-30";1.3654
"154";"60435000";"1978-10-01";1.2387
"155";"60435000";"1978-10-02";1.1895
"156";"60435000";"1978-10-03";1.1412
"157";"60435000";"1978-10-04";1.0938
"158";"60435000";"1978-10-05";1.0704
"159";"60435000";"1978-10-06";1.0704
"160";"60435000";"1978-10-07";1.0473
"161";"60435000";"1978-10-08";1.0244
"162";"60435000";"1978-10-09";1.0244
"163";"60435000";"1978-10-10";1.2387
"164";"60435000";"1978-10-11";1.4176
"165";"60435000";"1978-10-12";1.4176
"166";"60435000";"1978-10-13";1.5246
"167";"60435000";"1978-10-14";2.0786
"168";"60435000";"1978-10-15";1.9861
"169";"60435000";"1978-10-16";2.1413
"170";"60435000";"1978-10-17";3.0658
"171";"60435000";"1978-10-18";2.3015
"172";"60435000";"1978-10-19";2.269
"173";"60435000";"1978-10-20";2.269
"174";"60435000";"1978-10-21";2.3341
"175";"60435000";"1978-10-22";1.8068
"176";"60435000";"1978-10-23";1.663
"177";"60435000";"1978-10-24";1.5793
"178";"60435000";"1978-10-25";1.4706
"179";"60435000";"1978-10-26";1.663
"180";"60435000";"1978-10-27";1.4975
"181";"60435000";"1978-10-28";1.3914
"182";"60435000";"1978-10-29";1.4975
"183";"60435000";"1978-10-30";1.4176
"184";"60435000";"1978-10-31";1.3654
"185";"60435000";"1978-11-01";1.3654
"186";"60435000";"1978-11-02";1.2887
"187";"60435000";"1978-11-03";1.2387
"188";"60435000";"1978-11-04";1.1895
"189";"60435000";"1978-11-05";1.1653
"190";"60435000";"1978-11-06";1.214
"191";"60435000";"1978-11-07";1.2387
"192";"60435000";"1978-11-08";1.5246
"193";"60435000";"1978-11-09";1.5793
"194";"60435000";"1978-11-10";1.4706
"195";"60435000";"1978-11-11";1.444
"196";"60435000";"1978-11-12";1.5518
"197";"60435000";"1978-11-13";1.5518
"198";"60435000";"1978-11-14";1.5518
"199";"60435000";"1978-11-15";1.444
"200";"60435000";"1978-11-16";1.2887
"201";"60435000";"1978-11-17";1.2887
"202";"60435000";"1978-11-18";1.3914
"203";"60435000";"1978-11-19";1.5246
"204";"60435000";"1978-11-20";1.3654
"205";"60435000";"1978-11-21";1.2387
"206";"60435000";"1978-11-22";1.1653
"207";"60435000";"1978-11-23";1.1653
"208";"60435000";"1978-11-24";1.214
"209";"60435000";"1978-11-25";1.607
"210";"60435000";"1978-11-26";1.5518
"211";"60435000";"1978-11-27";1.5793
"212";"60435000";"1978-11-28";1.5518
"213";"60435000";"1978-11-29";1.8068
"214";"60435000";"1978-11-30";1.5518
"215";"60435000";"1978-12-01";1.3914
"216";"60435000";"1978-12-02";1.2636
"217";"60435000";"1978-12-03";1.214
"218";"60435000";"1978-12-04";1.1895
"219";"60435000";"1978-12-05";1.1412
"220";"60435000";"1978-12-06";1.1174
"221";"60435000";"1978-12-07";1.4975
"222";"60435000";"1978-12-08";1.5246
"223";"60435000";"1978-12-09";1.3654
"224";"60435000";"1978-12-10";1.1895
"225";"60435000";"1978-12-11";1.1412
"226";"60435000";"1978-12-12";1.6349
"227";"60435000";"1978-12-13";2.0476
"228";"60435000";"1978-12-14";2.6717
"229";"60435000";"1978-12-15";2.0167
"230";"60435000";"1978-12-16";2.0786
"231";"60435000";"1978-12-17";2.4333
"232";"60435000";"1978-12-18";2.8479
"233";"60435000";"1978-12-19";3.6813
"234";"60435000";"1978-12-20";8.657
"235";"60435000";"1978-12-21";6.3654
"236";"60435000";"1978-12-22";5.1499
"237";"60435000";"1978-12-23";5.0117
"238";"60435000";"1978-12-24";4.966
"239";"60435000";"1978-12-25";3.4447
"240";"60435000";"1978-12-26";2.8479
"241";"60435000";"1978-12-27";2.8837
"242";"60435000";"1978-12-28";2.956
"243";"60435000";"1978-12-29";2.956
"244";"60435000";"1978-12-30";2.6717
"245";"60435000";"1978-12-31";2.5683
"246";"60435000";"1979-01-01";2.4
"247";"60435000";"1979-01-02";2.3341
"248";"60435000";"1979-01-03";2.2047
"249";"60435000";"1979-01-04";2.1413
"250";"60435000";"1979-01-05";2.4667
"251";"60435000";"1979-01-06";2.9198
"252";"60435000";"1979-01-07";2.7416
"253";"60435000";"1979-01-08";4.1749
"254";"60435000";"1979-01-09";10.863
"255";"60435000";"1979-01-10";15.7677
"256";"60435000";"1979-01-11";9.6103
"257";"60435000";"1979-01-12";11.3173
"258";"60435000";"1979-01-13";9.1879
"259";"60435000";"1979-01-14";8.5409
"260";"60435000";"1979-01-15";6.3654
"261";"60435000";"1979-01-16";8.4832
"262";"60435000";"1979-01-17";8.657
"263";"60435000";"1979-01-18";5.6225
"264";"60435000";"1979-01-19";15.2415
"265";"60435000";"1979-01-20";16.1484
"266";"60435000";"1979-01-21";10.4801
"267";"60435000";"1979-01-22";6.7258
"268";"60435000";"1979-01-23";7.8589
"269";"60435000";"1979-01-24";7.3097
"270";"60435000";"1979-01-25";5.5266
"271";"60435000";"1979-01-26";5.6225
"272";"60435000";"1979-01-27";8.0271
"273";"60435000";"1979-01-28";6.264
"274";"60435000";"1979-01-29";5.4313
"275";"60435000";"1979-01-30";5.4313
"276";"60435000";"1979-01-31";8.7738
"277";"60435000";"1979-02-01";7.0949
"278";"60435000";"1979-02-02";8.0271
"279";"60435000";"1979-02-03";7.0949
"280";"60435000";"1979-02-04";8.0271
"281";"60435000";"1979-02-05";7.5273
"282";"60435000";"1979-02-06";7.0949
"283";"60435000";"1979-02-07";12.4543
"284";"60435000";"1979-02-08";8.3681
"285";"60435000";"1979-02-09";6.0634
"286";"60435000";"1979-02-10";5.4313
"287";"60435000";"1979-02-11";5.243
"288";"60435000";"1979-02-12";4.6956
"289";"60435000";"1979-02-13";4.3886
"290";"60435000";"1979-02-14";4.2173
"291";"60435000";"1979-02-15";4.5191
"292";"60435000";"1979-02-16";7.2557
"293";"60435000";"1979-02-17";6.0137
"294";"60435000";"1979-02-18";5.5745
"295";"60435000";"1979-02-19";7.4726
"296";"60435000";"1979-02-20";7.8032
"297";"60435000";"1979-02-21";7.7477
"298";"60435000";"1979-02-22";11.5805
"299";"60435000";"1979-02-23";6.0137
"300";"60435000";"1979-02-24";5.0117
"301";"60435000";"1979-02-25";4.607
"302";"60435000";"1979-02-26";4.3455
"303";"60435000";"1979-02-27";4.0908
"304";"60435000";"1979-02-28";3.9659
"305";"60435000";"1979-03-01";3.8836
"306";"60435000";"1979-03-02";4.3886
"307";"60435000";"1979-03-03";3.9247
"308";"60435000";"1979-03-04";3.7214
"309";"60435000";"1979-03-05";3.6414
"310";"60435000";"1979-03-06";3.4836
"311";"60435000";"1979-03-07";3.4059
"312";"60435000";"1979-03-08";3.4447
"313";"60435000";"1979-03-09";3.6414
"314";"60435000";"1979-03-10";5.0576
"315";"60435000";"1979-03-11";5.3368
"316";"60435000";"1979-03-12";3.9247
"317";"60435000";"1979-03-13";5.9148
"318";"60435000";"1979-03-14";4.7402
"319";"60435000";"1979-03-15";3.9659
"320";"60435000";"1979-03-16";3.6813
"321";"60435000";"1979-03-17";5.8167
"322";"60435000";"1979-03-18";4.4754
"323";"60435000";"1979-03-19";7.5273
"324";"60435000";"1979-03-20";8.4255
"325";"60435000";"1979-03-21";4.6512
"326";"60435000";"1979-03-22";4.3026
"327";"60435000";"1979-03-23";5.9642
"328";"60435000";"1979-03-24";4.2173
"329";"60435000";"1979-03-25";4.1749
"330";"60435000";"1979-03-26";3.8021
"331";"60435000";"1979-03-27";4.0908
"332";"60435000";"1979-03-28";3.7214
"333";"60435000";"1979-03-29";3.4836
"334";"60435000";"1979-03-30";3.4059
"335";"60435000";"1979-03-31";4.3026
"336";"60435000";"1979-04-01";6.7258
"337";"60435000";"1979-04-02";6.4163
"338";"60435000";"1979-04-03";5.1964
"339";"60435000";"1979-04-04";4.9205
"340";"60435000";"1979-04-05";3.7214
"341";"60435000";"1979-04-06";3.4447
"342";"60435000";"1979-04-07";3.7214
"343";"60435000";"1979-04-08";4.3455
"344";"60435000";"1979-04-09";3.9247
"345";"60435000";"1979-04-10";3.7616
"346";"60435000";"1979-04-11";4.6956
"347";"60435000";"1979-04-12";4.5191
"348";"60435000";"1979-04-13";3.8021
"349";"60435000";"1979-04-14";3.1775
"350";"60435000";"1979-04-15";3.4059
"351";"60435000";"1979-04-16";2.6026
"352";"60435000";"1979-04-17";2.5342
"353";"60435000";"1979-04-18";2.5004
"354";"60435000";"1979-04-19";3.2151
"355";"60435000";"1979-04-20";3.2151
"356";"60435000";"1979-04-21";3.2151
"357";"60435000";"1979-04-22";3.2151
"358";"60435000";"1979-04-23";3.2151
"359";"60435000";"1979-04-24";2.8122
"360";"60435000";"1979-04-25";2.4
"361";"60435000";"1979-04-26";2.269
"362";"60435000";"1979-04-27";2.269
"363";"60435000";"1979-04-28";2.5683
"364";"60435000";"1979-04-29";2.269
"365";"60435000";"1979-04-30";2.6026
"366";"60435000";"1979-05-01";2.9198
"367";"60435000";"1979-05-02";2.9198
"368";"60435000";"1979-05-03";2.8837
"369";"60435000";"1979-05-04";2.8479
"370";"60435000";"1979-05-05";2.8479
"371";"60435000";"1979-05-06";2.7768
"372";"60435000";"1979-05-07";2.7768
"373";"60435000";"1979-05-08";2.7768
"374";"60435000";"1979-05-09";2.7065
"375";"60435000";"1979-05-10";2.6717
"376";"60435000";"1979-05-11";2.6717
"377";"60435000";"1979-05-12";2.637
"378";"60435000";"1979-05-13";2.6717
"379";"60435000";"1979-05-14";2.637
"380";"60435000";"1979-05-15";2.6026
"381";"60435000";"1979-05-16";2.5683
"382";"60435000";"1979-05-17";2.5683
"383";"60435000";"1979-05-18";2.5004
"384";"60435000";"1979-05-19";2.5004
"385";"60435000";"1979-05-20";2.5004
"386";"60435000";"1979-05-21";2.5004
"387";"60435000";"1979-05-22";2.4667
"388";"60435000";"1979-05-23";2.4333
"389";"60435000";"1979-05-24";2.4333
"390";"60435000";"1979-05-25";2.4333
"391";"60435000";"1979-05-26";2.4333
"392";"60435000";"1979-05-27";2.4333
"393";"60435000";"1979-05-28";2.4333
"394";"60435000";"1979-05-29";2.4
"395";"60435000";"1979-05-30";3.4836
"396";"60435000";"1979-05-31";3.4059
"397";"60435000";"1979-06-01";2.956
"398";"60435000";"1979-06-02";2.637
"399";"60435000";"1979-06-03";2.5342
"400";"60435000";"1979-06-04";2.5004
"401";"60435000";"1979-06-05";2.4667
"402";"60435000";"1979-06-06";2.4
"403";"60435000";"1979-06-07";2.367
"404";"60435000";"1979-06-08";2.367
"405";"60435000";"1979-06-09";2.367
"406";"60435000";"1979-06-10";2.3341
"407";"60435000";"1979-06-11";2.269
"408";"60435000";"1979-06-12";2.269
"409";"60435000";"1979-06-13";2.269
"410";"60435000";"1979-06-14";2.4
"411";"60435000";"1979-06-15";2.367
"412";"60435000";"1979-06-16";2.367
"413";"60435000";"1979-06-17";2.4667
"414";"60435000";"1979-06-18";2.4
"415";"60435000";"1979-06-19";2.269
"416";"60435000";"1979-06-20";2.5342
"417";"60435000";"1979-06-21";2.4
"418";"60435000";"1979-06-22";2.4
"419";"60435000";"1979-06-23";2.269
"420";"60435000";"1979-06-24";2.4
"421";"60435000";"1979-06-25";2.4333
"422";"60435000";"1979-06-26";2.5004
"423";"60435000";"1979-06-27";2.3015
"424";"60435000";"1979-06-28";2.3015
"425";"60435000";"1979-06-29";2.4333
"426";"60435000";"1979-06-30";2.269
"427";"60435000";"1979-07-01";1.9557
"428";"60435000";"1979-07-02";1.8955
"429";"60435000";"1979-07-03";2.4
"430";"60435000";"1979-07-04";2.4
"431";"60435000";"1979-07-05";2.3341
"432";"60435000";"1979-07-06";2.4
"433";"60435000";"1979-07-07";2.4
"434";"60435000";"1979-07-08";2.3015
"435";"60435000";"1979-07-09";2.269
"436";"60435000";"1979-07-10";2.3341
"437";"60435000";"1979-07-11";2.4
"438";"60435000";"1979-07-12";2.367
"439";"60435000";"1979-07-13";2.4
"440";"60435000";"1979-07-14";2.269
"441";"60435000";"1979-07-15";2.3341
"442";"60435000";"1979-07-16";2.4
"443";"60435000";"1979-07-17";2.3341
"444";"60435000";"1979-07-18";2.4
"445";"60435000";"1979-07-19";2.4
"446";"60435000";"1979-07-20";2.4
"447";"60435000";"1979-07-21";2.3341
"448";"60435000";"1979-07-22";2.3341
"449";"60435000";"1979-07-23";2.269
"450";"60435000";"1979-07-24";2.3015
"451";"60435000";"1979-07-25";2.4
"452";"60435000";"1979-07-26";2.4
"453";"60435000";"1979-07-27";2.3341
"454";"60435000";"1979-07-28";2.269
"455";"60435000";"1979-07-29";2.4
"456";"60435000";"1979-07-30";2.3341
"457";"60435000";"1979-07-31";2.3341
"458";"60435000";"1979-08-01";2.269
"459";"60435000";"1979-08-02";2.3341
"460";"60435000";"1979-08-03";2.0786
"461";"60435000";"1979-08-04";2.4
"462";"60435000";"1979-08-05";2.4
"463";"60435000";"1979-08-06";2.0476
"464";"60435000";"1979-08-07";2.0476
"465";"60435000";"1979-08-08";1.7199
"466";"60435000";"1979-08-09";1.7487
"467";"60435000";"1979-08-10";1.7199
"468";"60435000";"1979-08-11";1.7199
"469";"60435000";"1979-08-12";1.7199
"470";"60435000";"1979-08-13";1.7199
"471";"60435000";"1979-08-14";1.6914
"472";"60435000";"1979-08-15";1.663
"473";"60435000";"1979-08-16";1.663
"474";"60435000";"1979-08-17";1.663
"475";"60435000";"1979-08-18";1.6349
"476";"60435000";"1979-08-19";1.6349
"477";"60435000";"1979-08-20";1.663
"478";"60435000";"1979-08-21";1.663
"479";"60435000";"1979-08-22";1.663
"480";"60435000";"1979-08-23";1.607
"481";"60435000";"1979-08-24";1.607
"482";"60435000";"1979-08-25";1.5518
"483";"60435000";"1979-08-26";1.5518
"484";"60435000";"1979-08-27";1.5518
"485";"60435000";"1979-08-28";1.5793
"486";"60435000";"1979-08-29";2.4
"487";"60435000";"1979-08-30";2.269
"488";"60435000";"1979-08-31";2.367
"489";"60435000";"1979-09-01";1.8955
"490";"60435000";"1979-09-02";1.7487
"491";"60435000";"1979-09-03";1.7199
"492";"60435000";"1979-09-04";1.7199
"493";"60435000";"1979-09-05";1.8362
"494";"60435000";"1979-09-06";1.7776
"495";"60435000";"1979-09-07";1.7487
"496";"60435000";"1979-09-08";1.607
"497";"60435000";"1979-09-09";1.607
"498";"60435000";"1979-09-10";1.607
"499";"60435000";"1979-09-11";1.607
"500";"60435000";"1979-09-12";1.5518
"501";"60435000";"1979-09-13";1.5246
"502";"60435000";"1979-09-14";1.5793
"503";"60435000";"1979-09-15";1.4975
"504";"60435000";"1979-09-16";1.5246
"505";"60435000";"1979-09-17";1.607
"506";"60435000";"1979-09-18";1.9255
"507";"60435000";"1979-09-19";1.7776
"508";"60435000";"1979-09-20";1.8068
"509";"60435000";"1979-09-21";1.6914
"510";"60435000";"1979-09-22";1.6349
"511";"60435000";"1979-09-23";1.607
"512";"60435000";"1979-09-24";1.607
"513";"60435000";"1979-09-25";1.607
"514";"60435000";"1979-09-26";1.4975
"515";"60435000";"1979-09-27";1.4706
"516";"60435000";"1979-09-28";1.444
"517";"60435000";"1979-09-29";1.4176
"518";"60435000";"1979-09-30";1.3914
"519";"60435000";"1979-10-01";1.2887
"520";"60435000";"1979-10-02";1.2387
"521";"60435000";"1979-10-03";1.1895
"522";"60435000";"1979-10-04";1.1895
"523";"60435000";"1979-10-05";1.1653
"524";"60435000";"1979-10-06";1.1653
"525";"60435000";"1979-10-07";1.1412
"526";"60435000";"1979-10-08";1.1412
"527";"60435000";"1979-10-09";1.3141
"528";"60435000";"1979-10-10";1.3141
"529";"60435000";"1979-10-11";1.3141
"530";"60435000";"1979-10-12";1.2887
"531";"60435000";"1979-10-13";1.3914
"532";"60435000";"1979-10-14";1.4176
"533";"60435000";"1979-10-15";1.5246
"534";"60435000";"1979-10-16";1.4706
"535";"60435000";"1979-10-17";1.4706
"536";"60435000";"1979-10-18";1.5518
"537";"60435000";"1979-10-19";1.8955
"538";"60435000";"1979-10-20";2.1729
"539";"60435000";"1979-10-21";1.8955
"540";"60435000";"1979-10-22";1.5793
"541";"60435000";"1979-10-23";1.444
"542";"60435000";"1979-10-24";1.3914
"543";"60435000";"1979-10-25";1.3141
"544";"60435000";"1979-10-26";1.2387
"545";"60435000";"1979-10-27";1.1895
"546";"60435000";"1979-10-28";1.1412
"547";"60435000";"1979-10-29";1.1653
"548";"60435000";"1979-10-30";1.3396
"549";"60435000";"1979-10-31";1.4975
"550";"60435000";"1979-11-01";1.4975
"551";"60435000";"1979-11-02";3.8836
"552";"60435000";"1979-11-03";2.6717
"553";"60435000";"1979-11-04";1.9861
"554";"60435000";"1979-11-05";1.7487
"555";"60435000";"1979-11-06";1.7487
"556";"60435000";"1979-11-07";1.7776
"557";"60435000";"1979-11-08";1.7776
"558";"60435000";"1979-11-09";2.1098
"559";"60435000";"1979-11-10";2.0476
"560";"60435000";"1979-11-11";1.8068
"561";"60435000";"1979-11-12";1.6349
"562";"60435000";"1979-11-13";7.5273
"563";"60435000";"1979-11-14";1.9861
"564";"60435000";"1979-11-15";1.7776
"565";"60435000";"1979-11-16";1.6349
"566";"60435000";"1979-11-17";1.4176
"567";"60435000";"1979-11-18";1.2636
"568";"60435000";"1979-11-19";1.5518
"569";"60435000";"1979-11-20";1.444
"570";"60435000";"1979-11-21";1.4706
"571";"60435000";"1979-11-22";1.3914
"572";"60435000";"1979-11-23";3.1775
"573";"60435000";"1979-11-24";1.4176
"574";"60435000";"1979-11-25";1.444
"575";"60435000";"1979-11-26";4.7402
"576";"60435000";"1979-11-27";2.637
"577";"60435000";"1979-11-28";2.2368
"578";"60435000";"1979-11-29";2.0476
"579";"60435000";"1979-11-30";1.7487
"580";"60435000";"1979-12-01";1.7199
"581";"60435000";"1979-12-02";1.5793
"582";"60435000";"1979-12-03";2.0476
"583";"60435000";"1979-12-04";2.0476
"584";"60435000";"1979-12-05";1.6914
"585";"60435000";"1979-12-06";1.5518
"586";"60435000";"1979-12-07";1.4975
"587";"60435000";"1979-12-08";1.5518
"588";"60435000";"1979-12-09";1.7487
"589";"60435000";"1979-12-10";1.6914
"590";"60435000";"1979-12-11";2.1413
"591";"60435000";"1979-12-12";2.2047
"592";"60435000";"1979-12-13";1.7487
"593";"60435000";"1979-12-14";1.8362
"594";"60435000";"1979-12-15";1.8068
"595";"60435000";"1979-12-16";1.8657
"596";"60435000";"1979-12-17";1.8955
"597";"60435000";"1979-12-18";1.9861
"598";"60435000";"1979-12-19";2.269
"599";"60435000";"1979-12-20";2.269
"600";"60435000";"1979-12-21";2.269
"601";"60435000";"1979-12-22";2.5342
"602";"60435000";"1979-12-23";2.4
"603";"60435000";"1979-12-24";2.1729
"604";"60435000";"1979-12-25";2.0476
"605";"60435000";"1979-12-26";2.0786
"606";"60435000";"1979-12-27";2.0167
"607";"60435000";"1979-12-28";2.0476
"608";"60435000";"1979-12-29";1.9557
"609";"60435000";"1979-12-30";4.9205
"610";"60435000";"1979-12-31";4.966
"611";"60435000";"1980-01-01";4.6956
"612";"60435000";"1980-01-02";10.7988
"613";"60435000";"1980-01-03";6.3146
"614";"60435000";"1980-01-04";5.1499
"615";"60435000";"1980-01-05";4.785
"616";"60435000";"1980-01-06";3.7214
"617";"60435000";"1980-01-07";3.5228
"618";"60435000";"1980-01-08";3.4836
"619";"60435000";"1980-01-09";3.4447
"620";"60435000";"1980-01-10";5.9148
"621";"60435000";"1980-01-11";5.3368
"622";"60435000";"1980-01-12";4.6512
"623";"60435000";"1980-01-13";9.3679
"624";"60435000";"1980-01-14";9.9172
"625";"60435000";"1980-01-15";5.9148
"626";"60435000";"1980-01-16";5.7679
"627";"60435000";"1980-01-17";8.3681
"628";"60435000";"1980-01-18";9.0687
"629";"60435000";"1980-01-19";5.7193
"630";"60435000";"1980-01-20";5.0576
"631";"60435000";"1980-01-21";5.1499
"632";"60435000";"1980-01-22";4.3886
"633";"60435000";"1980-01-23";4.3026
"634";"60435000";"1980-01-24";4.0073
"635";"60435000";"1980-01-25";4.0908
"636";"60435000";"1980-01-26";4.3886
"637";"60435000";"1980-01-27";4.607
"638";"60435000";"1980-01-28";4.4319
"639";"60435000";"1980-01-29";4.966
"640";"60435000";"1980-01-30";5.384
"641";"60435000";"1980-01-31";4.7402
"642";"60435000";"1980-02-01";3.8021
"643";"60435000";"1980-02-02";4.785
"644";"60435000";"1980-02-03";4.5629
"645";"60435000";"1980-02-04";3.9659
"646";"60435000";"1980-02-05";9.7326
"647";"60435000";"1980-02-06";8.4832
"648";"60435000";"1980-02-07";5.4313
"649";"60435000";"1980-02-08";4.6956
"650";"60435000";"1980-02-09";6.4163
"651";"60435000";"1980-02-10";6.8304
"652";"60435000";"1980-02-11";6.3654
"653";"60435000";"1980-02-12";5.5266
"654";"60435000";"1980-02-13";8.1968
"655";"60435000";"1980-02-14";8.4832
"656";"60435000";"1980-02-15";12.3861
"657";"60435000";"1980-02-16";14.9443
"658";"60435000";"1980-02-17";11.2519
"659";"60435000";"1980-02-18";13.0756
"660";"60435000";"1980-02-19";28.8768
"661";"60435000";"1980-02-20";12.5912
"662";"60435000";"1980-02-21";9.7939
"663";"60435000";"1980-02-22";7.4726
"664";"60435000";"1980-02-23";6.8304
"665";"60435000";"1980-02-24";8.3108
"666";"60435000";"1980-02-25";6.6219
"667";"60435000";"1980-02-26";6.0137
"668";"60435000";"1980-02-27";5.8657
"669";"60435000";"1980-02-28";5.4313
"670";"60435000";"1980-02-29";6.3146
"671";"60435000";"1980-03-01";5.6708
"672";"60435000";"1980-03-02";5.384
