Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:60435000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status;
60435000;1;01/09/2017;;1;1;0,121;0,054;0,078;28;1;1;1;1;;0;0,054;0,054;0,062;0,062;0,062;0,062;0,071;0,089;0,089;0,089;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,08;0,071;0,071;0,071;0,071;0,071;0,099;0,089;0,08;0,099;0,121;0,089;0,089;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
60435000;1;01/08/2017;;1;1;0,219;0,066;0,142;1;31;1;1;1;;0;0,219;0,219;0,219;0,219;0,219;0,184;0,184;0,184;0,184;0,184;0,184;0,151;0,151;0,12;0,12;0,12;0,12;0,12;0,12;0,12;0,092;0,092;0,106;0,12;0,12;0,106;0,092;0,092;0,092;0,092;0,066;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60435000;1;01/07/2017;;1;1;0,355;0,201;0,266;1;23;1;1;1;;0;0,355;0,294;0,294;0,294;0,294;0,294;0,294;0,294;0,294;0,275;0,294;0,294;0,294;0,294;0,294;0,294;0,294;0,294;0,275;0,219;0,219;0,219;0,201;0,201;0,201;0,219;0,219;0,237;0,237;0,237;0,219;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60435000;1;01/06/2017;;1;1;0,56;0,355;0,446;1;30;1;1;1;;0;0,56;0,56;0,56;0,56;0,56;0,536;0,512;0,488;0,465;0,465;0,465;0,465;0,465;0,443;0,42;0,42;0,398;0,398;0,398;0,398;0,398;0,398;0,398;0,377;0,377;0,398;0,377;0,377;0,377;0,355;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
60435000;1;01/05/2017;;1;1;0,847;0,609;0,709;1;29;1;1;1;;0;0,847;0,792;0,765;0,765;0,792;0,765;0,738;0,738;0,738;0,686;0,686;0,686;0,634;0,634;0,634;0,634;0,634;0,847;0,792;0,792;0,738;0,738;0,712;0,712;0,686;0,686;0,634;0,634;0,609;0,609;0,609;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60435000;1;01/04/2017;;1;1;2,673;0,875;1,256;1;21;1;1;1;;0;2,673;2,319;1,981;1,695;1,558;2,204;1,491;1,425;1,36;1,295;1,232;1,17;1,17;1,17;1,048;1,048;0,989;0,932;0,932;0,903;0,875;0,875;0,875;0,875;0,875;0,989;1,019;0,932;0,903;0,875;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
60435000;1;01/03/2017;;1;1;3,875;1,17;1,529;30;14;1;1;1;;0;1,981;1,765;1,695;1,661;1,695;1,491;1,36;1,36;1,295;1,558;1,626;1,295;1,232;1,17;1,17;1,232;1,232;1,17;1,232;1,232;1,232;1,491;1,626;1,232;1,232;1,295;1,425;1,36;1,908;3,875;2,28;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60435000;1;01/02/2017;;1;1;6,348;0,712;2,261;8;3;1;1;1;;0;0,819;0,738;0,712;0,847;0,989;0,989;2,435;6,348;3,429;4,432;3,784;4,432;3,171;2,673;2,204;2,055;1,981;1,765;1,695;1,836;1,425;1,425;1,36;1,425;2,836;2,055;3,002;2,435;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
60435000;1;01/01/2017;;1;1;3,086;0,335;0,876;22;9;1;1;1;;0;0,465;0,443;0,443;0,465;0,465;0,42;0,42;0,377;0,335;0,355;0,335;0,42;1,048;0,989;0,765;0,765;0,847;0,875;0,819;1,836;0,932;3,086;1,109;1,626;0,932;0,819;1,836;1,232;0,989;0,932;0,765;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60435000;1;01/12/2016;;1;1;1,695;0,443;0,892;4;25;1;1;1;;0;0,875;0,875;1,626;1,695;0,932;0,712;0,819;0,819;0,875;1,048;1,048;0,932;1,626;0,932;0,932;1,17;0,932;0,819;0,765;0,609;0,56;0,56;0,488;0,465;0,443;1,425;1,109;0,819;0,66;0,584;0,512;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60435000;1;01/11/2016;;1;1;2,435;0,256;0,914;24;6;1;1;1;;0;0,66;0,42;0,66;0,512;0,42;0,256;0,256;0,256;0,256;0,66;0,42;1,17;0,932;1,295;0,932;0,819;0,765;0,66;0,609;1,295;1,981;1,36;0,989;2,435;1,491;1,425;1,626;1,048;0,932;0,875;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
60435000;1;01/10/2016;;1;1;1,981;0,092;0,359;29;1;1;1;1;;0;0,092;0,092;0,12;0,294;1,695;0,66;0,335;0,256;0,184;0,219;0,12;0,12;0,12;0,12;0,12;0,12;0,12;0,092;0,092;0,184;0,465;0,712;0,42;0,184;0,256;0,184;0,42;0,219;1,981;0,56;0,56;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60435000;1;01/09/2016;;1;1;0,151;0,092;0,11;1;7;1;1;1;;0;0,151;0,151;0,151;0,151;0,151;0,151;0,092;0,092;0,092;0,092;0,092;0,092;0,092;0,092;0,092;0,092;0,092;0,092;0,092;0,092;0,092;0,092;0,092;0,12;0,12;0,12;0,12;0,12;0,092;0,151;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
60435000;1;01/08/2016;;1;1;0,219;0,151;0,176;1;13;1;1;1;;0;0,219;0,219;0,219;0,219;0,219;0,219;0,219;0,219;0,219;0,219;0,219;0,184;0,151;0,151;0,151;0,151;0,151;0,151;0,151;0,151;0,151;0,151;0,151;0,151;0,151;0,151;0,151;0,151;0,151;0,151;0,151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60435000;1;01/07/2016;;1;1;0,377;0,219;0,306;1;29;1;1;1;;0;0,377;0,377;0,377;0,377;0,377;0,377;0,377;0,335;0,294;0,294;0,294;0,294;0,294;0,294;0,294;0,294;0,294;0,294;0,294;0,294;0,294;0,294;0,294;0,294;0,294;0,294;0,294;0,256;0,219;0,219;0,219;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60435000;1;01/06/2016;;1;1;0,66;0,377;0,517;1;25;1;1;1;;0;0,66;0,66;0,66;0,66;0,66;0,66;0,66;0,609;0,56;0,56;0,56;0,56;0,56;0,56;0,512;0,465;0,465;0,465;0,465;0,465;0,465;0,465;0,465;0,42;0,377;0,377;0,377;0,377;0,377;0,377;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
60435000;1;01/05/2016;;1;1;1,491;0,66;0,933;1;31;1;1;1;;0;1,491;1,36;1,232;1,17;1,048;0,989;0,989;0,989;0,875;0,875;0,875;0,875;0,875;0,875;0,875;0,875;0,989;0,989;0,989;0,932;0,875;0,875;0,875;0,875;0,765;0,765;0,765;0,765;0,765;0,765;0,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60435000;1;01/04/2016;;1;1;1,626;0,989;1,229;3;20;1;1;1;;0;1,491;1,491;1,626;1,491;1,491;1,36;1,36;1,36;1,36;1,36;1,36;1,232;1,232;1,232;1,17;1,109;1,109;1,109;1,109;0,989;0,989;0,989;0,989;0,989;0,989;0,989;0,989;0,989;1,295;1,626;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
60435000;1;01/03/2016;;1;1;4,15;1,626;2,268;8;22;1;1;1;;0;1,981;1,981;2,836;3,256;2,836;2,514;2,357;4,15;2,357;2,435;2,435;2,357;3,966;2,673;2,435;2,129;2,055;2,055;1,908;1,836;1,695;1,626;1,765;1,626;1,765;2,357;2,055;1,836;1,765;1,626;1,626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;
60435000;1;01/02/2016;;1;1;7,667;1,491;2,671;27;22;1;1;1;;0;2,673;2,357;2,435;2,357;3,605;2,357;2,28;2,129;2,918;2,754;2,435;2,28;2,055;2,129;5,616;4,15;2,836;2,357;2,204;2,055;2,055;1,491;2,357;2,055;1,981;1,908;7,667;2,055;1,908;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
60435000;1;01/01/2016;;1;1;17,819;0,875;3,897;20;5;1;1;1;;0;1,425;0,989;1,17;0,989;0,875;0,875;0,875;1,048;1,109;1,17;1,36;1,836;2,754;4,338;4,817;4,15;4,432;6,888;5,514;17,819;10,036;9,184;8,826;4,817;3,605;3,256;3,517;3,784;3,256;3,086;3,002;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60435000;1;01/12/2015;;1;1;2,847;0,674;1,137;30;26;1;1;1;;0;1,594;1,202;1,256;1,047;0,9;0,9;1,15;1,15;1,15;1,047;0,997;0,9;1,96;1,365;1,15;1,047;0,997;0,9;1,098;0,9;0,9;0,9;0,807;0,762;0,717;0,674;0,997;1,047;0,807;2,847;2,089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60435000;1;01/11/2015;;1;1;1,897;0,332;0,755;30;12;1;1;1;;0;1,202;1,047;0,997;0,853;0,717;0,632;0,511;0,473;0,473;0,436;0,366;0,332;0,332;0,332;0,55;0,55;0,473;0,473;0,632;0,717;0,9;0,762;0,632;1,098;0,762;0,717;1,256;1,256;1,256;1,897;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
60435000;1;01/10/2015;;1;1;6,566;0,158;0,529;31;19;1;1;1;;0;0,4;0,366;0,332;0,3;0,269;0,269;0,269;0,3;0,3;0,269;0,211;0,211;0,211;0,211;0,211;0,211;0,211;0,183;0,158;0,158;0,158;0,158;0,332;0,3;0,591;0,591;0,55;0,511;0,948;0,632;6,566;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60435000;1;01/09/2015;;1;1;0,511;0,211;0,335;13;26;1;1;1;;0;0,332;0,3;0,269;0,269;0,3;0,332;0,332;0,332;0,366;0,4;0,4;0,4;0,511;0,473;0,436;0,4;0,332;0,332;0,332;0,332;0,3;0,269;0,239;0,239;0,239;0,211;0,269;0,239;0,473;0,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
60435000;1;01/08/2015;;1;1;0,55;0,332;0,43;1;27;1;1;1;;0;0,55;0,55;0,55;0,55;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,473;0,436;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,4;0,366;0,332;0,332;0,332;0,332;0,332;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60435000;1;01/07/2015;;1;1;0,807;0,55;0,686;1;29;1;1;1;;0;0,807;0,807;0,807;0,807;0,807;0,762;0,717;0,717;0,717;0,717;0,717;0,717;0,717;0,717;0,717;0,717;0,674;0,632;0,632;0,632;0,632;0,632;0,632;0,632;0,632;0,632;0,632;0,632;0,55;0,55;0,55;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60435000;1;01/06/2015;;1;1;1,098;0,807;0,962;1;25;1;1;1;;0;1,098;1,098;1,098;1,098;1,098;1,098;1,098;1,098;1,047;0,997;0,997;0,997;0,997;0,997;0,997;0,997;0,948;0,9;0,9;0,9;0,9;0,9;0,9;0,853;0,807;0,807;0,807;0,807;0,807;0,807;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
60435000;1;01/05/2015;;1;1;2,583;1,234;1,734;1;29;1;1;1;;0;2,583;2,322;2,145;2,145;2,061;2,145;2,145;2,061;1,978;1,978;2,145;1,978;1,897;1,817;1,739;1,662;1,662;1,513;1,513;1,513;1,513;1,441;1,37;1,37;1,37;1,37;1,301;1,301;1,234;1,234;1,234;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60435000;1;01/04/2015;;1;1;4,906;1,897;2,601;9;2;1;1;1;;0;1,978;1,897;2,757;2,409;2,145;2,061;2,322;3,375;4,906;3,109;2,583;2,322;2,236;2,409;2,236;2,933;2,583;2,322;2,845;2,322;2,236;2,145;2,145;2,583;3,463;3,552;2,933;2,583;2,322;2,322;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
60435000;1;01/03/2015;;1;1;4,815;0,98;2,23;15;10;1;1;1;;0;1,662;1,513;2,67;1,301;1,37;1,234;1,168;1,104;1,104;0,98;0,98;0,98;0,98;3,109;4,815;3,375;2,583;2,322;2,67;2,496;2,496;3,109;3,463;2,67;3,375;2,496;2,67;2,496;3,463;2,322;2,145;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60435000;1;01/02/2015;;1;1;2,322;0,461;1,134;8;1;1;1;1;;0;0,461;0,461;0,461;0,461;0,648;0,863;2,145;2,322;1,897;1,587;1,234;1,041;0,92;0,752;0,752;0,752;0,752;2,061;2,236;1,662;1,513;1,301;0,98;0,92;0,863;0,863;0,863;0,98;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
60435000;1;01/01/2015;;1;1;0,98;0,461;0,659;1;18;1;1;1;;0;0,98;0,863;0,863;0,863;0,863;0,752;0,752;0,752;0,752;0,648;0,648;0,648;0,648;0,648;0,599;0,551;0,505;0,461;0,461;0,461;0,461;0,461;0,752;0,599;0,648;0,648;0,648;0,648;0,648;0,648;0,551;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60435000;1;01/12/2014;;1;1;4,18;0,752;1,729;6;30;1;1;1;;0;2,67;1,897;1,662;1,37;2,236;4,18;2,322;2,583;2,061;1,662;1,513;1,441;1,37;1,37;1,441;1,234;3,286;2,583;1,739;1,513;1,37;1,897;1,587;1,441;1,37;1,234;1,104;0,98;0,863;0,752;0,863;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60435000;1;01/11/2014;;1;1;2,757;0,461;1,086;8;6;1;1;1;;0;0,863;0,863;0,752;0,648;0,648;0,461;0,648;2,757;1,513;0,92;0,807;0,752;0,752;0,648;0,752;0,98;0,752;2,583;0,98;0,863;0,752;0,752;0,807;1,234;1,104;1,662;1,441;1,234;1,978;1,662;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
60435000;1;01/10/2014;;1;1;0,98;0,174;0,441;28;21;1;1;1;;0;0,419;0,505;0,551;0,551;0,461;0,378;0,339;0,303;0,303;0,303;0,303;0,303;0,303;0,303;0,303;0,234;0,234;0,234;0,234;0,234;0,174;0,419;0,378;0,551;0,419;0,378;0,92;0,98;0,863;0,807;0,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60435000;1;01/09/2014;;1;1;1,104;0,378;0,536;4;26;1;1;1;;0;0,551;0,551;0,551;1,104;0,98;0,863;0,752;0,648;0,599;0,551;0,551;0,551;0,461;0,461;0,461;0,461;0,461;0,461;0,461;0,461;0,461;0,461;0,461;0,461;0,419;0,378;0,378;0,378;0,378;0,378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
60435000;1;01/08/2014;;1;1;0,863;0,551;0,685;1;22;1;1;1;;0;0,863;0,863;0,863;0,863;0,863;0,863;0,752;0,752;0,752;0,752;0,752;0,752;0,752;0,752;0,648;0,648;0,648;0,648;0,648;0,648;0,648;0,551;0,551;0,551;0,551;0,551;0,551;0,551;0,551;0,551;0,551;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60435000;1;01/07/2014;;1;1;1,37;0,863;1,08;1;23;1;1;1;;0;1,37;1,37;1,301;1,234;1,234;1,234;1,234;1,234;1,234;1,234;1,234;1,168;1,104;1,104;0,98;0,98;0,98;0,98;0,98;0,98;0,98;0,98;0,863;0,863;0,863;0,863;0,98;0,98;0,98;0,98;0,98;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60435000;1;01/06/2014;;1;1;1,817;1,37;1,575;1;25;1;1;1;;0;1,817;1,817;1,817;1,817;1,662;1,662;1,662;1,662;1,662;1,662;1,662;1,662;1,662;1,662;1,513;1,513;1,513;1,513;1,513;1,513;1,513;1,513;1,513;1,513;1,37;1,37;1,37;1,37;1,37;1,37;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
60435000;1;01/05/2014;;1;1;2,312;1,378;1,786;1;29;1;1;1;;0;2,312;2,23;2,148;2,148;2,148;1,987;1,987;1,987;1,908;1,829;1,987;1,908;1,829;1,829;1,829;1,829;1,675;1,675;1,675;1,675;1,675;1,675;1,675;1,525;1,525;1,525;1,525;1,525;1,378;1,378;1,378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60435000;1;01/04/2014;;1;1;11,463;2,23;3,576;16;12;1;1;1;;0;6,161;3,453;2,911;4,018;3,179;2,911;3,179;2,911;2,823;5,111;2,736;2,23;2,823;2,823;2,823;11,463;6,378;4,506;3,179;3;2,823;2,911;2,911;3,453;3,639;3;2,65;2,48;2,48;2,312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
60435000;1;01/03/2014;;1;1;4,907;1,987;2,755;8;18;1;1;1;;0;2,65;2,148;2,395;2,736;2,65;3,27;2,911;4,907;3,546;2,911;2,736;3,639;2,564;2,395;2,312;2,312;2,148;1,987;2,823;2,48;2,312;2,148;3,089;2,911;2,48;2,564;2,911;2,65;2,823;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60435000;1;01/02/2014;;1;1;3,546;1,378;2,268;20;5;1;1;1;;0;1,987;1,829;1,908;1,987;1,378;1,525;1,451;1,378;2,148;1,829;1,675;1,6;2,067;2,395;1,829;1,752;3,361;3,453;3,179;3,546;2,65;3;2,823;2,564;3,089;2,65;2,312;2,148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;
60435000;1;01/01/2014;;1;1;5,009;1,675;2,56;22;15;1;1;1;;0;3,089;3,733;2,823;2,395;2,312;3,546;3,639;2,395;1,987;1,908;1,829;1,987;1,908;1,829;1,675;2,148;2,067;1,987;1,829;1,829;1,829;5,009;2,823;2,823;4,309;3,639;3,089;2,48;2,312;2,148;1,987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60435000;1;01/12/2013;;1;1;5,111;0,964;2,596;21;5;1;1;1;;0;2,395;2,312;2,067;1,098;0,964;1,829;1,987;1,378;1,752;2,067;2,067;1,908;2,067;3,361;3,827;2,48;2,736;3,089;3;2,65;5,111;3,179;2,911;3,639;2,65;2,564;2,823;3,922;2,823;2,736;3,089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60435000;1;01/11/2013;;1;1;2,736;0,276;1,002;30;23;1;1;1;;0;0,711;0,651;0,593;0,481;0,899;0,711;0,593;0,772;1,236;1,03;0,964;0,899;1,166;0,899;0,711;0,593;0,651;0,711;0,899;0,651;0,481;0,375;0,276;1,908;1,378;2,067;1,6;1,675;1,752;2,736;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
60435000;1;01/10/2013;;1;1;2,845;0,461;1,038;29;28;1;1;1;;0;0,699;0,752;0,648;0,648;1,37;1,234;1,168;1,104;1,817;1,168;0,98;0,863;0,863;0,92;1,168;1,104;1,104;0,98;0,863;0,752;0,699;2,322;0,752;0,752;0,648;0,599;0,551;0,461;2,845;1,234;1,104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60435000;1;01/09/2013;;1;1;0,752;0,461;0,579;30;24;1;1;1;;0;0,648;0,648;0,648;0,648;0,648;0,648;0,648;0,648;0,648;0,648;0,551;0,551;0,551;0,551;0,551;0,551;0,551;0,648;0,648;0,551;0,551;0,551;0,551;0,461;0,461;0,461;0,461;0,461;0,461;0,752;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
60435000;1;01/08/2013;;1;1;0,863;0,648;0,748;1;25;1;1;1;;0;0,863;0,863;0,863;0,863;0,863;0,807;0,752;0,752;0,752;0,752;0,752;0,752;0,752;0,752;0,752;0,752;0,752;0,752;0,752;0,752;0,752;0,752;0,752;0,752;0,648;0,648;0,648;0,648;0,648;0,648;0,648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60435000;1;01/07/2013;;1;1;1,37;0,863;1,113;1;31;1;1;1;;0;1,37;1,37;1,37;1,234;1,234;1,234;1,234;1,234;1,234;1,234;1,104;1,104;1,104;1,104;1,104;1,104;1,104;1,104;1,104;1,104;1,041;0,98;0,98;0,98;0,98;0,98;0,98;0,98;0,98;0,98;0,863;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60435000;1;01/06/2013;;1;1;1,859;1;1,349;3;26;1;1;1;;0;1,635;1,784;1,859;1,709;1,709;1,784;1,784;1,709;1,635;1,488;1,416;1,416;1,274;1,274;1,274;1,274;1,274;1,204;1,136;1,136;1,136;1,136;1,136;1,136;1,136;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
60435000;1;01/05/2013;;1;1;1,936;1,274;1,537;1;26;1;1;1;;0;1,936;1,784;1,784;1,784;1,709;1,709;1,709;1,709;1,709;1,709;1,561;1,561;1,561;1,561;1,561;1,561;1,561;1,488;1,416;1,416;1,416;1,416;1,416;1,416;1,416;1,274;1,274;1,274;1,274;1,274;1,416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60435000;1;01/04/2013;;1;1;5,786;1,936;2,694;19;28;1;1;1;;0;2,897;2,649;2,568;2,897;2,649;2,487;2,487;2,568;2,406;5,214;4,2;3,065;2,731;2,649;2,568;2,487;2,326;2,326;5,786;2,568;2,406;2,326;2,247;2,168;2,168;2,168;2,013;1,936;1,936;1,936;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
60435000;1;01/03/2013;;1;1;5,027;1,709;2,765;23;18;1;1;1;;0;2,326;2,649;2,568;2,731;2,487;2,487;2,487;2,326;2,168;2,013;2,09;2,013;1,936;1,859;1,859;1,859;1,784;1,709;1,709;2,897;3,579;2,731;5,027;4,563;3,579;3,931;3,754;3,931;3,234;3,406;4,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60435000;1;01/02/2013;;1;1;3,842;2,013;2,63;1;22;1;1;1;;0;3,842;3,579;3,579;3,149;2,98;2,814;2,731;2,649;2,649;2,487;2,487;2,326;2,326;2,326;2,326;2,168;2,168;2,168;2,168;2,168;2,09;2,013;2,013;2,247;2,649;3,234;3,492;2,814;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
60435000;1;01/01/2013;;1;1;8,607;1,136;3,332;16;4;1;1;1;;0;1,416;1,274;1,274;1,136;1,136;1,204;1,204;1,136;1,635;2,897;3,32;2,98;3,32;2,731;2,649;8,607;4,381;3,32;2,814;2,897;2,897;3,149;4,11;5,214;5,451;5,214;5,98;5,69;4,472;4,655;5,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60435000;1;01/12/2012;;1;1;3,579;1,274;2,06;1;23;1;1;1;;0;3,579;3,149;1,936;3,32;3,234;2,649;2,168;1,936;1,709;2,568;2,168;2,013;2,09;2,326;2,013;2,013;2,013;1,859;1,709;1,561;1,416;1,416;1,274;1,274;1,274;1,488;1,561;2,568;2,013;1,859;1,709;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60435000;1;01/11/2012;;1;1;5,883;1;2,336;28;2;1;1;1;;0;1,136;1;2,649;2,487;2,326;2,013;2,568;3,492;3,234;2,814;2,487;3,065;3,065;2,013;1,784;1,488;1,136;1;1,204;1,068;1,709;3,149;1,416;1,561;1,416;1,561;1,936;5,883;5,027;4,381;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
60435000;1;01/10/2012;;1;1;0,869;0,185;0,415;16;9;1;1;1;;0;0,619;0,501;0,472;0,416;0,389;0,335;0,283;0,233;0,185;0,185;0,283;0,444;0,501;0,389;0,389;0,869;0,501;0,501;0,389;0,389;0,389;0,501;0,501;0,501;0,501;0,444;0,416;0,361;0,308;0,283;0,389;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
